361914;салатник 14 см;191.00;проект 2015;https://projecthotel.ru/item/salatnik14sm
301907;солонка ;214.00;проект 2015;https://projecthotel.ru/item/solonka
361916;салатник 16 см;267.00;проект 2015;https://projecthotel.ru/item/salatnik16sm
361923;салатник 23 см;562.00;проект 2015;https://projecthotel.ru/item/salatnik23sm
311907;чашка кофейная;148.00;проект 2015;https://projecthotel.ru/item/chashkakofejnaya
321917;чашка чайная;197.00;проект 2015;https://projecthotel.ru/item/chashkachajnaya
301907;перечница ;214.00;проект 2015;https://projecthotel.ru/item/perechnica
311907;чашка кофейная;148.00;проект 2015;https://projecthotel.ru/item/chashkakofejnaya-1
